text,audio_filepath,utterance_pitch_mean,utterance_pitch_std,snr,c50,speech_duration,speaking_rate,duration,language,speaker,speaker_id,name,PESQ,speaker_name,style,dataset,STOI,SI-SDR,MOS,data
आं फालांगियावबो मोजां बिथिङै मोजाङैनो बाहायनो हागोन लोगोसे,3659174697239649_chunk_10_enhanced.wav,240.3141021728516,16.13178062438965,48.75461196899414,57.90748977661133,5.416875,10.707280489211954,5.4400208333,Bodo,Female,S4256050400300476,3659174697239649_chunk_10_enhanced.wav,3.484375,,,IndicVoices-R,0.98828125,28.0,4.223994731903076,/data-3/praveen/ivr
बेबादि जेरैहाय सासे स्टुदेन्टया टिचारनि सिगां आव हाय गाज्रि आखल आखु देखायो क्लास फ्राव हाय बे क्लास लाफु नायाव सिरि थाना होयाबा अब्ला टिचारा बे स्टुदेन्द खौ राग जोंना हाय बिजों हाय बारा मोजांखौ फोरोंनो हाय बे इसा जानाय नङा आरो,3659174697247381_chunk_17_enhanced.wav,250.6541290283203,53.68642807006836,62.68071746826172,44.62787628173828,17.685000000000002,12.7791914051456,17.727,Bodo,Female,S4259930000335437,3659174697247381_chunk_17_enhanced.wav,3.890625,,,IndicVoices-R,0.984375,29.5,3.336488008499145,/data-3/praveen/ivr
असुबिदा जायो बेनिफ्राय जोङो बेनि माखासे मिडिसिन मोननांगौफोरखौ मोनो,3659174697283904_chunk_5_enhanced.wav,176.7860565185547,38.25303268432617,63.04866409301758,59.17426681518555,5.855625000000001,11.27121357668908,5.92,Bodo,Female,S4259000200341635,3659174697283904_chunk_5_enhanced.wav,3.75,,,IndicVoices-R,0.99609375,25.875,4.429333686828613,/data-3/praveen/ivr
आरो जेरैबादि फोरोंगिरिफोरखौ जि एसे एनै फोरोंगिरि दं बेसोरखौ,3659174697290287_chunk_14_enhanced.wav,110.09004974365234,30.56640815734864,65.87789916992188,49.338157653808594,7.695000000000001,7.667316439246263,7.8400208333,Bodo,Male,S4259054200311665,3659174697290287_chunk_14_enhanced.wav,3.796875,,,IndicVoices-R,0.9921875,25.625,4.423909187316895,/data-3/praveen/ivr
बाइक बाइकजोंबो थां थाङो माबा मंगलदै मंगलदैयाव भारा थांबाय थायो मंगलदैयाव थांबा सेलिटारसो थाव नाङो सेलिटार थाङा,3659174697354928_chunk_6_enhanced.wav,141.6794891357422,20.040491104125977,40.26993179321289,59.38055419921875,10.3275,10.65117404986686,10.431,Bodo,Male,S4258374700368120,3659174697354928_chunk_6_enhanced.wav,3.75,,,IndicVoices-R,0.99609375,28.875,4.3989577293396,/data-3/praveen/ivr
जोबोर मोजां फालांगि खालामनो हागोन आरो बिजिनेसबो खालामनो हागोन बेफोरबायदिनो गइनि बिजिनेसखौ खालामनानै गेदेर खालाम लांनो हागोन,3659174697349722_chunk_8_enhanced.wav,106.27071380615234,22.368968963623047,60.1793212890625,59.37680435180664,7.39125,16.641298833079656,7.4560208333,Bodo,Male,S4259097500376460,3659174697349722_chunk_8_enhanced.wav,3.265625,,,IndicVoices-R,0.95703125,22.75,4.270753383636475,/data-3/praveen/ivr
मानसिफोर गावनि खेरियारखौ दानो हायो आरो,3659174697296403_chunk_9_enhanced.wav,133.85008239746094,17.091556549072266,60.894142150878906,57.16524505615234,4.0668750000000005,9.343783617642538,4.0970208333,Bodo,Male,S4259637000335581,3659174697296403_chunk_9_enhanced.wav,3.265625,,,IndicVoices-R,0.9921875,27.75,4.221369743347168,/data-3/praveen/ivr
एखदमबारे जाथारा आरो माने बेखौ फेग्रा मुवाफोरखौ आङो जाखाया गोखै बेसादफोरखौबो बारा जायो होआ आरो गोसा बेसादफोरखौबो बारा जानो होआ बिनिखायनो बेफोर बेसादफोरखौ,3659174697344331_chunk_11_enhanced.wav,145.04360961914062,36.13175964355469,66.84575653076172,59.60128784179688,10.040625000000002,15.138499844382194,10.048,Bodo,Male,S4258385400315199,3659174697344331_chunk_11_enhanced.wav,3.515625,,,IndicVoices-R,0.99609375,24.625,4.269351482391357,/data-3/praveen/ivr
जज जाजाय लोगो नांनानै एबा गोरों गोराफ्रा ज जानायनि गेजेरजों जोङो लेरफुंनो हायोबा बे खामानिया जाहैगोन आरो दासिम,3659174697358102_chunk_22_enhanced.wav,109.66624450683594,46.50729370117188,53.386451721191406,58.0626335144043,8.403750000000002,13.08939461549903,8.4650208333,Bodo,Male,S4259314000345810,3659174697358102_chunk_22_enhanced.wav,3.515625,,,IndicVoices-R,0.99609375,26.625,4.578884601593018,/data-3/praveen/ivr
दा एस ए स्टुडेन्ट बा फरायसा हिसाबै बे उन्दैनि उन्दै समनिफ्राय,3659174697349075_chunk_18_enhanced.wav,160.17063903808594,32.415626525878906,64.43130493164062,38.75337219238281,3.999375,15.252383184872636,4.0940208333,Bodo,Male,S4257042300302052,3659174697349075_chunk_18_enhanced.wav,3.75,,,IndicVoices-R,0.98828125,22.625,4.406202793121338,/data-3/praveen/ivr
ख्रससेक खालामफिननांगौ ख्रससेक खालामनानै जोङो मा खालामफिननांगौ रिस्टार्ट खालामफिननांगौ लाइफआव,3659174697349371_chunk_28_enhanced.wav,138.89976501464844,30.44882202148437,63.85993194580078,37.24935150146485,5.045625,18.23361823361824,5.1490208333,Bodo,Male,S4256016900300620,3659174697349371_chunk_28_enhanced.wav,3.453125,,,IndicVoices-R,0.953125,23.375,3.978086709976196,/data-3/praveen/ivr
बाफैयोब्ला आङो बेफोर दावफोरखौ नायनानै गोसोखौ गोजोनग्लायनाय मोनो,3659174697329636_chunk_9_enhanced.wav,126.87712860107422,15.922468185424805,60.29477691650391,51.99455261230469,5.433750000000001,11.594202898550725,5.4400208333,Bodo,Male,S4259937500335607,3659174697329636_chunk_9_enhanced.wav,2.890625,,,IndicVoices-R,0.9375,17.125,4.243430137634277,/data-3/praveen/ivr
जोङो बैफोर बिथिंखौबो नोजोर होनानै जेरै जोङो,3659174697341056_chunk_37_enhanced.wav,148.4100341796875,31.40392303466797,67.6163101196289,45.96969604492188,3.2062500000000003,13.41130604288499,3.8090208333,Bodo,Male,S4259976700334557,3659174697341056_chunk_37_enhanced.wav,3.734375,,,IndicVoices-R,0.96875,12.125,4.019403457641602,/data-3/praveen/ivr
मिथिंगा मुसाहारि खोरोमदाव वारि,3659174697301875_chunk_1_enhanced.wav,157.31900024414062,21.98738479614257,71.58253479003906,36.880958557128906,3.0375,9.876543209876544,3.04,Bodo,Male,S4256086700300393,3659174697301875_chunk_1_enhanced.wav,3.40625,,,IndicVoices-R,0.9765625,20.5,4.260165691375732,/data-3/praveen/ivr
लेखा मानसि बेबादि गोरों मानसिफोरजों सोलों जानाय मानसिफ्रासो गामियारिनि आइनफोरखौ मिथिनो हायो बेनिखायनो जोंनि गेजेराव,3659174697289889_chunk_13_enhanced.wav,161.71226501464844,33.98282241821289,69.98448181152344,55.68608093261719,11.255625000000002,10.217113665389526,11.296,Bodo,Male,S4259559500394789,3659174697289889_chunk_13_enhanced.wav,3.890625,,,IndicVoices-R,0.99609375,26.625,4.293473243713379,/data-3/praveen/ivr
मेलेमारि बिहोमानि गेजेरजों जों जोंनि माखासे सान्थौयारि साननाय एबा गोथौ साननायफोरा एंगार लाङो,3659174697289731_chunk_10_enhanced.wav,142.73695373535156,26.42873954772949,60.148216247558594,47.65474319458008,9.905625,9.28765221780554,10.432,Bodo,Male,S4258914900309749,3659174697289731_chunk_10_enhanced.wav,3.0625,,,IndicVoices-R,0.9609375,25.625,3.1088435649871826,/data-3/praveen/ivr
जोंनि बेंटल बाजारनि हाया सासे राजानिसोमोन बिधापुर राजानि जों बेखौ बायनोबो बिदोंमोन इसिशन बानायनो जेब्ला आं गारि सालायदोंमोन जों बायनोबो बिहैदोंमोन जों खेबथाम खेबब्रै थांदोंमोन थाङा नङा,3659174697314089_chunk_11_enhanced.wav,154.17037963867188,62.40542984008789,57.35586166381836,42.53630828857422,14.259375000000002,12.903791365329823,16.4800208333,Bodo,Male,S4258147300301736,3659174697314089_chunk_11_enhanced.wav,3.140625,,,IndicVoices-R,0.9765625,21.25,3.735743999481201,/data-3/praveen/ivr
बानायनाय लेखाफोराबो गाहाममोन बेनि थाखायनो आं बिथांनि बे फांनै नालेंखर बिफांखौ जोबोद मोजां मोनदों फरायनानै आरो समाजखौ आङो सुद्रायनो हागोन होननानै आङो मिजिंथिदों,3659174697271188_chunk_6_enhanced.wav,123.0763168334961,35.454036712646484,55.266239166259766,54.580352783203125,13.736250000000002,11.575211575211574,13.8870208333,Bodo,Male,S4259548400394823,3659174697271188_chunk_6_enhanced.wav,3.8125,,,IndicVoices-R,0.99609375,28.375,4.460792064666748,/data-3/praveen/ivr
औवायाव औवा गुदुंआव हाबनानै थाग्रा जिबौ जिबौ गोरान,3659174697262298_chunk_8_enhanced.wav,127.0777587890625,18.895143508911133,67.50944519042969,50.07777786254883,4.438125,11.040698493169977,4.481,Bodo,Male,S4258110700301163,3659174697262298_chunk_8_enhanced.wav,3.953125,,,IndicVoices-R,0.98046875,19.875,4.461969375610352,/data-3/praveen/ivr
एक्सट्रा ना एक्सट्रा एबा उफेरा गियान होदेर बावो जाय उफेरा गियानजों हाय बेवहाय जोङो बै फरायसाफोर ना,3659174697298725_chunk_12_enhanced.wav,120.17589569091795,55.51786422729492,57.49018478393555,59.47611618041992,8.690625,11.276519237684283,8.705,Bodo,Male,S4259047600311338,3659174697298725_chunk_12_enhanced.wav,3.875,,,IndicVoices-R,1.0,27.375,4.460402011871338,/data-3/praveen/ivr
जौगाखांदों थाखा फैसानि एबा दालां बायदि सिना स्कुल,3659174697277952_chunk_23_enhanced.wav,120.41650390625,14.07098388671875,70.09923553466797,56.4851188659668,6.058125,8.088311152378006,6.112,Bodo,Male,S4259560900384922,3659174697277952_chunk_23_enhanced.wav,3.890625,,,IndicVoices-R,1.0,27.5,4.037147521972656,/data-3/praveen/ivr
खरस बायदि रोखोम खरसा थाव संख्रि बायनानै,3659174697323618_chunk_25_enhanced.wav,113.12577056884766,26.88154029846192,56.7902717590332,38.34511566162109,3.864375,10.092188258127122,3.903,Bodo,Male,S4258987900309861,3659174697323618_chunk_25_enhanced.wav,3.0,,,IndicVoices-R,0.98046875,21.625,4.493009090423584,/data-3/praveen/ivr
चनद्रागुप्ता नैनि बिफानि मुङा समुद्रागुप्तामोन चनद्रागुप्ता नैखौ बिक्रामादित्य मिथिनाय जायोमोन बिथाङा गुप्ता फोलेरनि सासे गोहो बोलो गोरा राजामोन,3659174697257041_chunk_2_enhanced.wav,111.7608871459961,17.70570182800293,56.35928726196289,46.62764358520508,16.554375,8.698606863744478,16.5760208333,Bodo,Male,S4259587500394447,3659174697257041_chunk_2_enhanced.wav,3.015625,,,IndicVoices-R,0.9765625,17.75,4.295178890228272,/data-3/praveen/ivr
सोरबा सिखाव खालामनानैसो लानानै हाबा खालामो न वाव,3659174697354711_chunk_30_enhanced.wav,115.07984161376952,11.580138206481934,36.56836318969727,56.766597747802734,3.223125,14.89237929028505,3.231,Bodo,Male,S4259005400351714,3659174697354711_chunk_30_enhanced.wav,3.625,,,IndicVoices-R,0.98828125,21.75,4.2769317626953125,/data-3/praveen/ivr
जों बेखौ नागिरनानैब्लाबो खरस गारनानैबो जायो आरो,3659174697281982_chunk_33_enhanced.wav,118.82371520996094,31.447322845458984,56.77431869506836,44.3857421875,3.645000000000001,12.89437585733882,3.712,Bodo,Male,S4258388200314456,3659174697281982_chunk_33_enhanced.wav,3.4375,,,IndicVoices-R,0.97265625,23.25,4.586614608764648,/data-3/praveen/ivr
मैगं थाइगं बायनाय आरो बानलु संख्रि बायनाय बेफोरबायदियाव जोङो बेखौ नाखौ फाननानै जोङो न खरखौ खुङो आरो बिजोंनो जोंनि जोंनि बे माखासे ओ,3659174697319958_chunk_6_enhanced.wav,102.67807006835938,21.921707153320312,55.81782913208008,56.65328598022461,11.677500000000002,11.218154570755726,11.681,Bodo,Male,S4259669500384565,3659174697319958_chunk_6_enhanced.wav,3.234375,,,IndicVoices-R,0.96875,20.5,2.9566187858581543,/data-3/praveen/ivr
पिसोरजों गेलेनानै जोबोद गोजोननाय मोनो आरो न खराव जोङो जयैनो थानाय हिसाबै,3659174697311829_chunk_6_enhanced.wav,105.46031951904295,28.2568473815918,58.40157699584961,56.30586624145508,6.969375,10.33091202582728,6.976,Bodo,Male,S4259501600394630,3659174697311829_chunk_6_enhanced.wav,3.4375,,,IndicVoices-R,0.98046875,17.625,3.7743096351623535,/data-3/praveen/ivr
बियो आंखौ गोबां गोहोम खोख्लैदों आरो बे स्वस्स भारत साखोन सिखोन द्रायबआव आं गोबां बाहागो लादों जेरै स्वस्स भारत अभिजान होननानै बुङोबा जों गुबुन गुबुन हाबाफारि जेरै,3659174697340759_chunk_6_enhanced.wav,150.3203887939453,53.943756103515625,55.87501907348633,54.34122848510742,9.534375,16.991150442477874,9.662,Bodo,Male,S4258372000368475,3659174697340759_chunk_6_enhanced.wav,2.96875,,,IndicVoices-R,0.97265625,17.5,3.256814479827881,/data-3/praveen/ivr
जोङो बांद्राय खस्थ मोना बिनिखायनो जोङो ट्रेडमिलाव खारफेरि मानसिया ट्रेडमिलाव खारनानै प्रेक्टिस खालामजायो बेयो देहानि थाखाय जोबोर मोजां जोङो जेसेबांनो हायो एसेबांनो जोङो मा ट्रेडमिलावनो जा बा स्प्रिन्ट स्प्रिन्ट,3659174697341068_chunk_20_enhanced.wav,147.4201202392578,32.55146408081055,61.09501647949219,59.58795547485352,17.246250000000007,12.176560121765595,17.7280208333,Bodo,Male,S4259976700334557,3659174697341068_chunk_20_enhanced.wav,3.5,,,IndicVoices-R,0.9921875,24.5,3.684108257293701,/data-3/praveen/ivr
जोंनि नखरफोरनि इकननिकआ डिपेन जायो गयआव लाइक बेखौ फाननानै बा एडमिशन खालामो फैसा थाबा बेखौ फान्नानै फैसा मोनो मोन्नानै बे फैसाफोरखौ आह आह बिमा बिफाफोरा गथ गथायनि इजुकेसनाव बाहायो,3659174697353186_chunk_12_enhanced.wav,109.25690460205078,11.524742126464844,48.71564483642578,59.6431884765625,14.596875,12.057375294369514,15.234,Bodo,Male,S4257088900302743,3659174697353186_chunk_12_enhanced.wav,2.921875,,,IndicVoices-R,0.98828125,17.5,4.576408863067627,/data-3/praveen/ivr
साइन्स कलेजाव आङो आंनि डिग्रीसिम फरायनायखौ आङो फोजोबनानै लादोंमोन बेनि उनाव आङो,3659174697270244_chunk_7_enhanced.wav,121.8816146850586,14.840535163879396,51.6817512512207,55.402591705322266,7.728750000000001,10.221575287077467,7.7440208333,Bodo,Male,S4259018500311290,3659174697270244_chunk_7_enhanced.wav,3.171875,,,IndicVoices-R,0.99609375,24.625,4.3931169509887695,/data-3/praveen/ivr
मा नुदों मा नुवाखै सब आं मबाइलआवनो इखौ थामाने भिदिअ खालामनानै लाजोब खायो,3659174697333964_chunk_20_enhanced.wav,125.48548126220705,14.657554626464844,64.68306732177734,56.4902458190918,5.534999999999999,13.008130081300814,5.5350208333,Bodo,Male,S4257972800386598,3659174697333964_chunk_20_enhanced.wav,3.28125,,,IndicVoices-R,0.9765625,19.625,4.223880290985107,/data-3/praveen/ivr
ट्रेक्टरखौल सो बाहायनाय जायो ट्रेक्टरदों हाल एवो ट्रेक्टदजोंनो सोब खामानिखौ दानि मेशिनजोंनो खामानिखौ मावजोबनाय जायो,3659174697349134_chunk_14_enhanced.wav,178.4584503173828,46.77997589111328,54.018653869628906,56.965431213378906,7.070625000000001,16.264474498364713,7.0720208333,Bodo,Male,S4259066600311536,3659174697349134_chunk_14_enhanced.wav,3.4375,,,IndicVoices-R,0.98828125,20.125,4.379874706268311,/data-3/praveen/ivr
साबसिन जाबाय आरो गियान लानोबो गोरलै जाबाय जायफोर,3659174697309571_chunk_33_enhanced.wav,113.97975158691406,22.122926712036133,65.58272552490234,50.90721130371094,3.54375,13.544973544973544,3.6170208333,Bodo,Male,S4257913500386530,3659174697309571_chunk_33_enhanced.wav,3.5,,,IndicVoices-R,0.99609375,22.25,4.58653450012207,/data-3/praveen/ivr
साढ़े कालेज हर इक चीज ऐ असें खेलने ई खेलने ई लेंदे साढ़े कालेज च,1125899906890493_chunk_4_enhanced.wav,222.8704528808593,26.32515525817871,69.07315063476562,44.29568862915039,5.97375,10.378740322243146,6.052,Dogri,Female,S4259960800377843,1125899906890493_chunk_4_enhanced.wav,3.84375,,,IndicVoices-R,0.9921875,27.875,4.461013317108154,/data-3/praveen/ivr
ते बाकी जियां कोई ओपरा कोई घर अगर मतलब कोई ओपरा घर औऐ दा होऐ कोई अंदर औऐ दा होऐ कोई ऐसा वैसा बंदा उसी दिक्खियै मतलब कि असें ई पता लगी जंदा कि कोई साढ़े घर आया ऐ,1125899906880987_chunk_7_enhanced.wav,189.06158447265625,18.76386451721192,48.13698959350586,54.81652069091797,10.90125,14.677215915606007,10.911,Dogri,Female,S4257526400301437,1125899906880987_chunk_7_enhanced.wav,3.796875,,,IndicVoices-R,0.97265625,23.75,4.346945762634277,/data-3/praveen/ivr
ते उन्नै शायद अपनी मम्मा गी अपनी दादी गी आखेआ बी कि मैं डांस करना चाहन्नी आं पर जेह्ड़ी ओह्दी मम्मां ही ते दादी ही उनें उनें आखेआ कि नेईं इसी चीज गी तूं सकैंडरी रक्ख एह् बाद च करेआं एह् अल्ली नेईं करना,1125899906882333_chunk_14_enhanced.wav,261.63140869140625,52.608489990234375,54.812686920166016,38.615718841552734,11.34,17.724867724867725,11.39,Dogri,Female,S4257048300306792,1125899906882333_chunk_14_enhanced.wav,3.328125,,,IndicVoices-R,0.96484375,18.25,4.3039631843566895,/data-3/praveen/ivr
यूनिवर्सिटी होई उदे बाद वि मैं घर आई जदो ते फ्ही वि मैं सवेरे सवेरे रनिंग करने जांदी ही ते एह् मतलब,1125899906868400_chunk_4_enhanced.wav,192.4743804931641,28.47803497314453,48.93852233886719,59.7056770324707,10.411875000000002,9.508373851971903,11.364,Dogri,Female,S4257882700389648,1125899906868400_chunk_4_enhanced.wav,1.5234375,,,IndicVoices-R,0.828125,5.28125,3.0583438873291016,/data-3/praveen/ivr
अज्जकल ते डाक्टरें दवाईं देसी अंग्रेजी दवाइयां चलदियां अस अपने गै लाज करदे होंदे हे,1125899906891085_chunk_24_enhanced.wav,171.55624389648438,14.18364143371582,70.14169311523438,46.0880241394043,5.619375000000001,14.77032588143699,5.967,Dogri,Female,S4259978800376742,1125899906891085_chunk_24_enhanced.wav,3.53125,,,IndicVoices-R,0.9765625,26.375,4.209654808044434,/data-3/praveen/ivr
हून इयां एह् बी ऐ पानी जेह्ड़ा ऐ ओह् खेती बाड़ी आस्तै बीन यूज करना होंदा ऐ ते उत्थै बी स्हान्नूं बड़ी कमी औंदी ऐ ते उस कमी नूं दूर करने आस्तै असें केह् कीते दा,1125899906879886_chunk_16_enhanced.wav,259.0458068847656,42.99763870239258,47.58641815185547,51.85118103027344,9.163125,17.352158788622877,9.1850208333,Dogri,Female,S4259858300362036,1125899906879886_chunk_16_enhanced.wav,3.453125,,,IndicVoices-R,0.984375,29.25,4.277017593383789,/data-3/praveen/ivr
दांदें कन्नै बांह्दे ते कनक कुनक रांह्दे हे अस ते ओह् नेईं बी रांह्दे ते केईं बी खाऊड़दियां ही चिड़ियां केईं नेईं केईं ते केईं जम्मी जंदा किश नेईं जमदा किश कीड़े खाऊड़दे ते,1125899906888822_chunk_2_enhanced.wav,258.0021667480469,38.469329833984375,46.90292739868164,59.3112907409668,13.921875,12.139169472502806,15.2180208333,Dogri,Female,S4259825200306662,1125899906888822_chunk_2_enhanced.wav,3.328125,,,IndicVoices-R,0.98046875,27.375,4.434439182281494,/data-3/praveen/ivr
कोई प्राइम मनिस्टर कोई रैली बगैरा जां कोई इत्थै कोई साढ़े जम्मू कश्मीर बिच आंदा ऐ तां ओह् सारा जेह्ड़ा ऐ मीडिया थ्रू असेंई पता लग्गी जंदा,1125899906881968_chunk_7_enhanced.wav,197.8246307373047,38.87203979492188,51.36788940429688,53.97157287597656,10.69875,12.805234256338355,10.7200208333,Dogri,Female,S4259471000319397,1125899906881968_chunk_7_enhanced.wav,3.546875,,,IndicVoices-R,0.96875,22.375,4.259997367858887,/data-3/praveen/ivr
अपनी अपनी मनोकामना उंदी पूरी होंदी ऐ ते इत्थें मेला लग्गे दा होंदा ते,1125899906881760_chunk_9_enhanced.wav,212.6493377685547,39.11460494995117,66.93255615234375,32.88638687133789,6.868125,10.046410046410047,6.8810208333,Dogri,Female,S4257081400306147,1125899906881760_chunk_9_enhanced.wav,3.84375,,,IndicVoices-R,0.9921875,22.875,4.493528366088867,/data-3/praveen/ivr
अगर गल्ल करचै रुट्टी बनाने दी तां रुट्टी बनाने दा मिगी बड़ा शौक ऐ रुट्टी बनानी आं अपने घर जेह्की में ते रुट्टी बनानी आं ते मेरी मम्मी बी बनांदे न ते पैह्लें निक्के होंदे अंऊ उंदी मदद करदी ही,1125899906881137_chunk_1_enhanced.wav,223.0157165527344,15.109517097473145,53.7551383972168,57.46287155151367,11.137500000000005,17.05948372615039,11.1990208333,Dogri,Female,S4258909600343443,1125899906881137_chunk_1_enhanced.wav,3.265625,,,IndicVoices-R,0.984375,20.25,4.4281768798828125,/data-3/praveen/ivr
बड़ा मुश्कल ऐ अस इन्ना किश करने आं ते भी बी एह् साढ़े भाव निं होंदा नेईं किश की अस,1125899906908895_chunk_3_enhanced.wav,188.21792602539065,60.142486572265625,44.914283752441406,54.978790283203125,9.888750000000002,8.292251295664263,12.1480208333,Dogri,Female,S4257080100306339,1125899906908895_chunk_3_enhanced.wav,2.90625,,,IndicVoices-R,0.97265625,16.625,3.546856641769409,/data-3/praveen/ivr
ते होर मि सब्ज़ी सुब्जी बनानी होऐ तां बी कोई अद्धा घैंटा लग्गी गै जंदा,1125899906895293_chunk_5_enhanced.wav,192.4509735107422,14.608169555664062,62.817718505859375,54.34208679199219,4.640624999999999,15.084175084175088,4.674,Dogri,Female,S4259200100362499,1125899906895293_chunk_5_enhanced.wav,3.671875,,,IndicVoices-R,0.97265625,25.5,4.448150157928467,/data-3/praveen/ivr
साढ़े इत्थै होंदा ऐ ते होर बी बड़े सारे होंदे न ते फेर,1125899906904272_chunk_10_enhanced.wav,258.2532958984375,38.45547103881836,55.03692626953125,26.888029098510746,6.10875,8.839779005524862,6.111,Dogri,Female,S4256091400305327,1125899906904272_chunk_10_enhanced.wav,3.515625,,,IndicVoices-R,0.9921875,23.25,4.450342178344727,/data-3/praveen/ivr
उस्सी चलाने दा मन बड़ा घट्ट करदा ऐ अज्जकल होर में चलाना बी घट्ट गै क्योंकि जिस बेल्लै मिगी चलाने दी लोड़ होंदी उस्सी ओह् चलदा नेईं,1125899906846817_chunk_6_enhanced.wav,136.6992950439453,25.00613784790039,60.63240814208984,55.27882766723633,11.863125,10.958326747800433,12.64,Dogri,Male,S4257044400306582,1125899906846817_chunk_6_enhanced.wav,3.03125,,,IndicVoices-R,0.9765625,21.25,4.5901288986206055,/data-3/praveen/ivr
टनल टुनल बी निकले दे न उंदे बिच्चा बी पानी दा साधन निकले दे न ते ओह्दे बाद जेह्ड़ी साढ़ी गोरमैंट ऐ उन्न बी लोकें दा साथ दित्ता ऐ ते पक्कियां कूह्लां लोकें दे घरें घरें पजाई दियां लोकें दी बाड़ी धोड़ी पजाई दियां दूरो दूर धोड़ी जेह्दी वजह् कन्नै पानी कि दूर धोड़ी लेई जाया सकदा ते,1125899906879347_chunk_9_enhanced.wav,148.02818298339844,24.662073135375977,45.61281204223633,51.23812103271485,16.740000000000002,16.248506571087216,17.0690208333,Dogri,Male,S4257546500301956,1125899906879347_chunk_9_enhanced.wav,3.84375,,,IndicVoices-R,0.98828125,26.875,4.44820499420166,/data-3/praveen/ivr
क्या चीज़ ते अपना जेह्ड़ा मुनाफा ऐ जिसी अस प्रॉफिट बी आखने आं ओह् अगर घट्ट ऐ रक्खे दे,1125899906862677_chunk_20_enhanced.wav,146.09202575683594,17.231857299804688,52.825965881347656,57.97904968261719,5.619375000000001,15.126237348459568,5.6320208333,Dogri,Male,S4259718700391725,1125899906862677_chunk_20_enhanced.wav,3.265625,,,IndicVoices-R,0.984375,19.25,4.402442932128906,/data-3/praveen/ivr
ओह्दे कन्नै केह् होंदा केईं बारी जगतें लड़ना इक दूए कन्नै की बैट बाल खेलदे कोई अग्गै पिच्छै बाल बज्जी जंदी ही जां किश होई जंदा हा केईं बारी केह् होंदा जित्थै अस बैट बाल खेलने ईं जंदे ओह् बाड़ी उ ऐ जनेई होंदी ही केईं बारी उत्थै फसल राह्ना पौंदा हा जियां हून फसल खाली करनी ओह् लोकें बड्ढनी ते असें नोआड़े बाद उत्थै बैट बाल खेलना कोई दो चार म्हीने जि यां मतलब जगह् खाली रौंह्दी ही थोड़े चिर,1125899906872743_chunk_2_enhanced.wav,116.96648406982422,11.147303581237791,40.78556442260742,55.25661087036133,19.54125,19.80426021876799,19.553,Dogri,Male,S4259111100308468,1125899906872743_chunk_2_enhanced.wav,3.65625,,,IndicVoices-R,0.984375,23.375,3.87614107131958,/data-3/praveen/ivr
बहौत कुछ मिले दा ऐ ऐसी गल्ल नी ऐ जिन्नी अस्स अपने मां पेयो दी सेवा करगे ते असेंगी बौत मतलब खुशी मिलदी ऐ अपने,1125899906878643_chunk_21_enhanced.wav,116.30288696289062,19.96663856506348,61.32939529418945,51.96274185180664,6.935625000000001,15.57177615571776,6.9760208333,Dogri,Male,S4259431800351543,1125899906878643_chunk_21_enhanced.wav,3.3125,,,IndicVoices-R,0.9921875,24.5,4.049673080444336,/data-3/praveen/ivr
पंज स्टेटां जेह्ड़ियां साड्डे देशै दियां हैन ओह् जम्मू कश्मीर राज्यस्थान मुंबेई मध्यप्रदेश तमिलनाडु,1125899906902985_chunk_1_enhanced.wav,134.54571533203125,15.0027437210083,66.21216583251953,59.5462760925293,10.56375,9.3716719914803,10.816,Dogri,Male,S4257870200389739,1125899906902985_chunk_1_enhanced.wav,3.078125,,,IndicVoices-R,0.9921875,14.9375,4.20236873626709,/data-3/praveen/ivr
उस खुशी पर असें ढोलकी दा यूज कीता ढोलकी स्हाड़ै आस्तै बड़ी इस करी जरूरी ऐ क्योंकि असें उसी सम्हालियै रक्खे दा हा और में चाहना कि इ यां बी उसी सम्हालियै रक्ख चे अस,1125899906857278_chunk_11_enhanced.wav,114.73023986816406,30.488344192504883,49.116119384765625,56.95671081542969,8.251875000000002,19.389532681966216,8.3180208333,Dogri,Male,S4257847000389901,1125899906857278_chunk_11_enhanced.wav,3.734375,,,IndicVoices-R,0.984375,27.0,4.282083034515381,/data-3/praveen/ivr
फ्ही शिव कोड़ी शिव कोड़ी जेह्ड़ी ऐ तां एह् बी इक रेयासी डिस्ट्रिक्ट दे अंदर,1125899906874790_chunk_7_enhanced.wav,151.706787109375,15.95725440979004,63.29124450683594,47.40309524536133,5.433750000000001,13.250517598343684,5.693,Dogri,Male,S4259458400319745,1125899906874790_chunk_7_enhanced.wav,3.484375,,,IndicVoices-R,0.98828125,22.5,4.4628729820251465,/data-3/praveen/ivr
ताए चाचे बेहियै साढ़े शामीं भाख बी लांदे न साढ़े डोगरी गीतड़ू बी चलदे न,1125899906844968_chunk_29_enhanced.wav,99.78987884521484,7.977853775024414,39.5910758972168,52.43136978149414,5.720624999999999,12.41123129028734,5.8260208333,Dogri,Male,S4259222400362865,1125899906844968_chunk_29_enhanced.wav,2.8125,,,IndicVoices-R,0.98046875,17.375,3.9721529483795166,/data-3/praveen/ivr
