uid,native_word,english_word,source,score,lang
ben43749,গ্রাফিকাল,graafeekal,Dakshina,,ben
ben29926,পাচটি,pachti,Dakshina,,ben
ben55221,যোজনী,zojjoni,Dakshina,,ben
ben52431,উচ্চাভিলাষী,uchchavilashi,Dakshina,,ben
ben63794,কর্মরত,karmorato,Dakshina,,ben
ben53904,সুন্নাহ,shunnaha,Dakshina,,ben
ben42891,পরিমাপের,parimaper,Dakshina,,ben
ben24501,হাফ,hapha,Dakshina,,ben
ben33382,অস্ট্রিয়া,awshtriya,Dakshina,,ben
ben60495,ভালোবাসতো,bhalobasto,Dakshina,,ben
ben50484,লালনের,laaloner,Dakshina,,ben
ben55068,ঘুরেফিরে,ghurefire,Dakshina,,ben
ben12825,নির্ভুলতার,nirbhoolotaar,Dakshina,,ben
ben53549,ভাষাবিজ্ঞানী,bhaasabijnanee,Dakshina,,ben
ben12634,অর্থাভাব,orthabhav,Dakshina,,ben
ben13636,মোক্ষলাভ,mokkhalav,Dakshina,,ben
ben41997,জন্মান্তর,jonmantar,Dakshina,,ben
ben50074,শান্তিরক্ষী,ssantirokkhee,Dakshina,,ben
ben49897,ফিল্ড,philda,Dakshina,,ben
ben44279,শ্রীলংকার,shreelongkaar,Dakshina,,ben
ben57972,লতাপাতা,latapata,Dakshina,,ben
ben13529,প্রেক্ষাপটেই,prekkapotei,Dakshina,,ben
ben24969,ভাবা,bhaabaa,Dakshina,,ben
ben29531,সংক্রান্তি,sangkranti,Dakshina,,ben
ben57810,কাণ্ডারী,kandari,Dakshina,,ben
ben13853,অভিমানে,abhimane,Dakshina,,ben
ben18290,কার্যক্রমগুলো,karjokromgu,Dakshina,,ben
ben73907,ইমেজ,imeeja,Dakshina,,ben
ben27128,ক্ষারকের,ksaraker,Dakshina,,ben
ben16962,যানের,janer,Dakshina,,ben
ben20097,সমকামি,samokami,Dakshina,,ben
ben71124,পান্নালাল,pannalal,Dakshina,,ben
ben31552,সৌহার্দের,souharder,Dakshina,,ben
ben17330,গ্রীষ্মকালে,grishmokale,Dakshina,,ben
ben60067,ডিপ্রেশন,dipreeshana,Dakshina,,ben
ben37052,সদস্যবৃন্দ,sadosyabrinda,Dakshina,,ben
ben20221,নিলাম,neelaam,Dakshina,,ben
ben4944,রাজনীতিবিদদের,rajnitibidder,Dakshina,,ben
ben1511,নামুজা,namuza,Dakshina,,ben
ben12486,নিউফাউন্ডল্যান্ড,newphoundland,Dakshina,,ben
ben48337,সিডার,shider,Dakshina,,ben
ben36823,নিউক্লিক,niuclic,Dakshina,,ben
ben9749,গ্রহণকালে,grahonkale,Dakshina,,ben
ben15199,কোমেন,coman,Dakshina,,ben
ben16247,কবরস্থানে,koborsthane,Dakshina,,ben
ben55349,প্যারামাউন্ট,paramount,Dakshina,,ben
ben30884,সহকর্মীরা,sahakarmira,Dakshina,,ben
ben65401,সদরদপ্তর,sadarprapto,Dakshina,,ben
ben71617,ইত্যাদিও,ittadieeo,Dakshina,,ben
ben26683,শিকলে,shikoley,Dakshina,,ben
ben39779,জন্মান্তরে,jonmaantore,Dakshina,,ben
ben15314,কখনও,kakhanoo,Dakshina,,ben
ben71405,অযোধ্যার,ajadyar,Dakshina,,ben
ben22132,তারাশঙ্কর,tarashongkor,Dakshina,,ben
ben57499,পরিসর,porisar,Dakshina,,ben
ben31091,ইমপ্রেস,impreshsh,Dakshina,,ben
ben38878,ওয়ার্কশপ,oyarkasapa,Dakshina,,ben
ben37060,জোনের,zoner,Dakshina,,ben
ben14414,ক্রেতা,kreta,Dakshina,,ben
ben17451,চালনা,chalona,Dakshina,,ben
ben35169,হটস্পট,hatashpata,Dakshina,,ben
guj20277,જયપુરના,jaypurna,Dakshina,,guj
guj83300,અર્થતંત્રમાં,arthtantraman,Dakshina,,guj
guj65854,મોંઘાં,mongha,Dakshina,,guj
guj69967,તેરા,teeyra,Dakshina,,guj
guj58950,ચીતરવામાં,chitaravaman,Dakshina,,guj
guj30287,વિજ્ઞાનીઓને,vigyaanione,Dakshina,,guj
guj76144,તરતના,taratnaa,Dakshina,,guj
guj18322,શાળાઓનું,shaalaaonu,Dakshina,,guj
guj20682,ઘનત્વ,ghantva,Dakshina,,guj
guj82500,એરોબિક,aarobic,Dakshina,,guj
guj55062,અનુદાન,anoodan,Dakshina,,guj
guj43670,દેખાવાના,dekhavana,Dakshina,,guj
guj4934,સ્પર્ધાના,spardhana,Dakshina,,guj
guj857,એની,anii,Dakshina,,guj
guj2725,દેખીતી,dekheeti,Dakshina,,guj
guj58306,માંસની,maasni,Dakshina,,guj
guj33855,એપાર્ટમેન્ટ,apaartment,Dakshina,,guj
guj18995,સ્થિતીમાં,sthiteeman,Dakshina,,guj
guj61153,કર્ણાટકમાં,karnatakama,Dakshina,,guj
guj34592,ઉકળવા,ukdavaa,Dakshina,,guj
guj72736,આંતકવાદીઓને,aantakvadeeone,Dakshina,,guj
guj14104,યાદીમાં,yadima,Dakshina,,guj
guj40439,સપ્ટેમ્બરના,septembernaa,Dakshina,,guj
guj73502,પહોચ્યો,pahoryo,Dakshina,,guj
guj50290,પ્રસારણના,prasarannaa,Dakshina,,guj
guj28919,ટ્રેકર,trecar,Dakshina,,guj
guj15657,દેવીનું,deveenu,Dakshina,,guj
guj28556,શિલાદિત્ય,shiladeety,Dakshina,,guj
guj14972,ધર્મનિરપેક્ષ,dharmanirpeksh,Dakshina,,guj
guj59712,શિક્ષક,shiks,Dakshina,,guj
guj13835,કરાંચી,karanchee,Dakshina,,guj
guj83341,બ્રાઝિલની,brajeelnee,Dakshina,,guj
guj49054,થયો,thayo,Dakshina,,guj
guj52695,રીચાર્ડ,rechard,Dakshina,,guj
guj36119,કોમનાં,komnan,Dakshina,,guj
guj53546,તલવારની,talavaarnee,Dakshina,,guj
guj50427,કેઇન્સ,kayiens,Dakshina,,guj
guj73155,વણસ્યા,vansya,Dakshina,,guj
guj58909,એની,aenee,Dakshina,,guj
guj42848,ધ્યાનનું,dhyaannu,Dakshina,,guj
guj18125,સરાહના,saraahanaa,Dakshina,,guj
guj60127,શરણાર્થી,sharanaarthi,Dakshina,,guj
guj70076,ડાયનાસોર,dinoosaur,Dakshina,,guj
guj66393,લખાતું,lakhaatu,Dakshina,,guj
guj35641,ચળવળ,chadawad,Dakshina,,guj
guj9573,હાલો,haalo,Dakshina,,guj
guj45501,નિરીક્ષકો,neerixako,Dakshina,,guj
guj5105,ધારદાર,dhaaradaar,Dakshina,,guj
guj26700,અનુભવમાંથી,anubhavmaanthee,Dakshina,,guj
guj86603,આદર્યું,aadaryoo,Dakshina,,guj
guj79060,કાયદા,kaayadaa,Dakshina,,guj
guj16735,ઝડપના,jhadapnaa,Dakshina,,guj
guj41711,ખાળવા,khaalavaa,Dakshina,,guj
guj51123,બ્રોન્ક્સ,bronx,Dakshina,,guj
guj74793,બનાવાયું,banavayu,Dakshina,,guj
guj40609,આંગળીઓથી,angadeeothi,Dakshina,,guj
guj47997,ખોટું,khotoon,Dakshina,,guj
guj41944,વિકારોને,veekaaroe,Dakshina,,guj
guj37348,ગેરમાર્ગે,geramaarge,Dakshina,,guj
guj78984,ઈજિપ્તની,ijiptni,Dakshina,,guj
guj24487,રહ્યાના,rahyaana,Dakshina,,guj
guj54536,શેતાન,setana,Dakshina,,guj
guj32114,ઘેટાંબકરાં,ghetaanbakaraan,Dakshina,,guj
guj29305,સસ્પેન્શન,suspentian,Dakshina,,guj
guj27543,સપાટીઓ,sapateeo,Dakshina,,guj
guj40642,નિલંબિત,nilambeet,Dakshina,,guj
guj9510,કોડના,kodana,Dakshina,,guj
guj36996,મહિનાની,mahinanee,Dakshina,,guj
guj58922,સંતોષતા,santoshtaa,Dakshina,,guj
guj79999,જોકે,joke,Dakshina,,guj
guj28598,ઓઢી,odhee,Dakshina,,guj
guj6156,યાત્રાળુઓ,yatraluao,Dakshina,,guj
guj69289,ફેબ્રુઆરી,februaarii,Dakshina,,guj
guj74680,પત્થરના,patharna,Dakshina,,guj
guj76912,કલાગુરૂ,kalaaguroo,Dakshina,,guj
guj65257,લાગેલી,lageli,Dakshina,,guj
guj86773,મહાદેવનું,mahaadewanun,Dakshina,,guj
guj4209,મહત્ત્વના,mahattvanaa,Dakshina,,guj
guj55635,શરુઆતી,sharooaati,Dakshina,,guj
guj34888,હેઠળની,hethdni,Dakshina,,guj
guj58218,ડેવીડ,deveed,Dakshina,,guj
guj9310,ઉત્થાનમાં,utthaanmaa,Dakshina,,guj
guj1200,અએ,aae,Dakshina,,guj
guj19128,મહાભારતનાં,mahaabhaaratnaan,Dakshina,,guj
guj9113,મોડર્ન,moodern,Dakshina,,guj
guj28115,કિંમતને,kimmatne,Dakshina,,guj
guj35708,શૂન્યાવકાશ,shunyaavkash,Dakshina,,guj
guj43759,ચઢવાનો,chadhvano,Dakshina,,guj
guj55599,હેનરી,henrie,Dakshina,,guj
guj14035,સરનામું,saranamun,Dakshina,,guj
guj28303,સેવા,sayva,Dakshina,,guj
guj46927,પીવાલાયક,peevaalaayak,Dakshina,,guj
guj70698,કિનેસિયન,kineesiyan,Dakshina,,guj
guj73391,વિશ્લેષણના,vishleshanna,Dakshina,,guj
guj18740,નિવેદનના,neevedanna,Dakshina,,guj
guj8949,સ્વરમાં,svarmaa,Dakshina,,guj
guj82640,રિપર,reper,Dakshina,,guj
guj55271,વળતરની,valtarnee,Dakshina,,guj
guj44746,હતાશા,hatashaa,Dakshina,,guj
guj68111,કોર્ટની,kortanee,Dakshina,,guj
hin8285,लटक,latak,Dakshina,,hin
hin11292,उच्चाधिकार,uchchadhikar,Dakshina,,hin
hin19481,उगलना,ugalney,Dakshina,,hin
hin19502,चलाओ,chalao,Dakshina,,hin
hin15353,पैरामीटर्स,parameters,Dakshina,,hin
hin4906,गंधर्वसेन,gandharvasen,Dakshina,,hin
hin18802,इकलौती,iklauti,Dakshina,,hin
hin2292,दिशानिर्देशों,dishanirdeshon,Dakshina,,hin
hin2358,जनसंपर्क,jansamparak,Dakshina,,hin
hin1825,न्यायपूर्ण,nyaayapoorna,Dakshina,,hin
hin3816,आवभगत,aavbhagat,Dakshina,,hin
hin3543,अंतरिक्षयान,antrikshyaan,Dakshina,,hin
hin10234,बिखरी,bikhari,Dakshina,,hin
hin8299,स्टेचू,statue,Dakshina,,hin
hin17858,प्यारे,pyare,Dakshina,,hin
hin10947,आधारहीन,adharhin,Dakshina,,hin
hin15992,इंटरसेप्ट,interset,Dakshina,,hin
hin9290,जजमेंट,judgment,Dakshina,,hin
hin24297,उत्तरदायित्वों,uttardayitvon,Dakshina,,hin
hin5403,निभाती,nibhaati,Dakshina,,hin
hin4373,उतावलेपन,utavlepan,Dakshina,,hin
hin1908,गोरखे,gorakhe,Dakshina,,hin
hin17316,जायसवाल,jayaswal,Dakshina,,hin
hin24128,बछड़े,bachhade,Dakshina,,hin
hin21858,नेत्रदान,netradaan,Dakshina,,hin
hin18373,उतारने,utaarane,Dakshina,,hin
hin8432,कठोरता,kathorata,Dakshina,,hin
hin5354,मेडिटरेनियन,meditareyniyan,Dakshina,,hin
hin10457,पहने,pehne,Dakshina,,hin
hin17900,विमानवाहक,vimanvahak,Dakshina,,hin
hin12445,इलेवन,elevan,Dakshina,,hin
hin5456,कालवी,calvi,Dakshina,,hin
hin15560,निहत्थे,nihatathe,Dakshina,,hin
hin16551,वेबसाइटें,websitein,Dakshina,,hin
hin517,तेरहवीं,terahwin,Dakshina,,hin
hin11760,जांघों,jandon,Dakshina,,hin
hin23881,देवसेना,devsena,Dakshina,,hin
hin21113,मूर्तिमान,moortimaan,Dakshina,,hin
hin19803,आत्रेय,aatry,Dakshina,,hin
hin2634,छटाओं,chataon,Dakshina,,hin
hin7590,वक्षस्थल,vakshasthala,Dakshina,,hin
hin5378,क्रिस्टी,christie,Dakshina,,hin
hin4930,बारंबार,barambar,Dakshina,,hin
hin17162,पेशेवरों,peshevaron,Dakshina,,hin
hin8485,सेल्टिक,seltik,Dakshina,,hin
hin23234,बेजेल,bejail,Dakshina,,hin
hin11602,बैटल,baital,Dakshina,,hin
hin5462,पहनाया,pehnaya,Dakshina,,hin
hin10341,प्रियतम,priyatam,Dakshina,,hin
hin4820,बिल्डिंग्स,buildings,Dakshina,,hin
hin3430,वाटिका,watika,Dakshina,,hin
hin11472,फुलाने,fulaane,Dakshina,,hin
hin13591,सैन्यदल,sainydal,Dakshina,,hin
hin6364,तानने,taanane,Dakshina,,hin
hin18312,पुरातत्ववेत्ता,puratatvavetta,Dakshina,,hin
hin22867,सिल्की,silky,Dakshina,,hin
hin23038,राइटर्स,writters,Dakshina,,hin
hin2759,बुनियाद,buniyad,Dakshina,,hin
hin2190,अंतर्राष्ट्रीय,antrrashtriy,Dakshina,,hin
hin13539,मिश्रण,mishran,Dakshina,,hin
hin24656,लगने,lagane,Dakshina,,hin
hin24667,वायुदाब,vayudab,Dakshina,,hin
hin8886,छात्रसंघ,chhatrasangh,Dakshina,,hin
hin22731,तमतमा,tamtma,Dakshina,,hin
hin6269,भोगेंगे,bhogeingey,Dakshina,,hin
hin23703,डर्बी,darbi,Dakshina,,hin
hin5174,फू,phu,Dakshina,,hin
hin4112,फोड़ना,fodana,Dakshina,,hin
hin23727,दुर्रानी,durrani,Dakshina,,hin
hin21958,अभिभाषण,abhibhashan,Dakshina,,hin
hin2732,रुचिकर,ruchikar,Dakshina,,hin
hin5732,जमावड़ा,jamavada,Dakshina,,hin
hin9002,डैरेन,dairen,Dakshina,,hin
hin17502,वोइट,voigt,Dakshina,,hin
hin3475,अभिप्रेत,abhipret,Dakshina,,hin
hin389,ज़हरीले,zeherile,Dakshina,,hin
hin20849,अप्लायड,apployed,Dakshina,,hin
hin4468,अनुमतियों,anumatiyon,Dakshina,,hin
hin13869,ठिकाना,thikana,Dakshina,,hin
hin4215,वाईसी,yc,Dakshina,,hin
hin12717,वन्यजीव,vanyajeev,Dakshina,,hin
hin23364,रिवाजों,riwaajon,Dakshina,,hin
hin450,बनानी,bnani,Dakshina,,hin
hin16525,तनावों,tanaavon,Dakshina,,hin
hin6892,पराक्साइड,peroxide,Dakshina,,hin
hin22078,छोड़नी,chhodni,Dakshina,,hin
hin2442,पहाड़सिंह,pahaadsingh,Dakshina,,hin
hin10713,उभरती,ubharti,Dakshina,,hin
hin24014,परिवेदना,parivedana,Dakshina,,hin
hin17848,डोनट्स,doughnuts,Dakshina,,hin
hin22107,खिसका,khiska,Dakshina,,hin
hin12550,कंपास,compass,Dakshina,,hin
hin1072,पश्चाताप,pakshatap,Dakshina,,hin
hin3830,मोहिनीअट्टम,mohiniattam,Dakshina,,hin
hin21946,पीसीए,pca,Dakshina,,hin
hin6972,याग्निक,yaginak,Dakshina,,hin
hin21210,सत्यानाश,satyanash,Dakshina,,hin
hin12281,वैगन,vagon,Dakshina,,hin
hin771,पावागढ़,pavagarh,Dakshina,,hin
hin2168,बनातीं,banaatin,Dakshina,,hin
ben88796,স্যানচুয়ারিতে,sanctuary,Existing,,ben
ben85545,ঝঞ্ঝার,jhanjar,Existing,,ben
ben88637,নাম,named,Existing,,ben
ben85557,পাণ্ডারা,pandara,Existing,,ben
ben88145,শাল,shawls,Existing,,ben
ben88041,মিলম,milam,Existing,,ben
ben85172,সৌরভ,ourav,Existing,,ben
ben88457,কালাদুঙ্গী,kaladhungi,Existing,,ben
ben87844,শাফ্টিং,rafting,Existing,,ben
ben85185,পঞ্চমারির,panchmadi,Existing,,ben
ben86463,শব্দের,shobdor,Existing,,ben
ben84814,সমলাবা,samlawa,Existing,,ben
ben85844,ব্রেঞ্জের,brienz,Existing,,ben
ben85215,ধ্বংসের,dhonser,Existing,,ben
ben85330,জয়নগরের,joinoger,Existing,,ben
ben84023,ফুকেতে,phuket,Existing,,ben
ben86351,জ্ঞানচর্চায়,gyan,Existing,,ben
ben88301,ফাংপুই,phangphui,Existing,,ben
ben86618,বাঙ্ময়,bangmay,Existing,,ben
ben87959,অটারী,attari,Existing,,ben
ben84845,কুজ্ঝটিকা,kujhatika,Existing,,ben
ben86131,আধ্মাত,adyato,Existing,,ben
ben85284,পুমপহার,pumpuhar,Existing,,ben
ben88392,চিপ্স,chips,Existing,,ben
ben85947,উল্টোডাঙা,ultadanga,Existing,,ben
ben86437,মুলটী,maluti,Existing,,ben
ben86376,কর্পূর,camphor,Existing,,ben
ben86951,সল্ফোনামাইডস,sulphonamoids,Existing,,ben
ben85202,থারমোগ্রাফী,thermography,Existing,,ben
ben87782,নগরৌটা,nagrauta,Existing,,ben
ben84664,ল্যুভ,louvre,Existing,,ben
ben84505,রাতে,tante,Existing,,ben
ben85560,কুম্ভস্বামী,kumbhaswami,Existing,,ben
ben86689,ডিপার্টমেন্ট,dept,Existing,,ben
ben87030,চৈল,chail,Existing,,ben
ben84744,জুজামে,jujam,Existing,,ben
ben85195,প্যাসট্রিস,pastries,Existing,,ben
ben83788,জানানো,jananop,Existing,,ben
ben87144,লেন্স,lenses,Existing,,ben
ben86277,কুঁন্থনাথ,kunthanath,Existing,,ben
ben88188,মল্হাররাও,malharav,Existing,,ben
ben83764,ইনবেসিব,invasive,Existing,,ben
ben85207,শ্বেতাম্বর,shwetambar,Existing,,ben
ben88110,শালভাসন,salvasana,Existing,,ben
ben85376,সালে,sal,Existing,,ben
ben85658,সিকনেস,sickness,Existing,,ben
ben84623,মিলিলিটার,millilitre,Existing,,ben
ben83808,তৌলাঙ্গুলাসন,tolangulasana,Existing,,ben
ben83950,চন্দ্রবদনী,chandravadana,Existing,,ben
ben88940,পল্বব,pollob,Existing,,ben
ben87925,আধ্মাত,adbhahoto,Existing,,ben
ben85003,জগন্নাথপুরি,jagannathpuri,Existing,,ben
ben88719,কুপ্রম,kupram,Existing,,ben
ben86124,স্বর্গরোহিণী,swargarohini,Existing,,ben
ben89090,জানেন,jaanen,Existing,,ben
ben87118,লেবেল,labels,Existing,,ben
ben85193,হরিপ্রয়াগ,hariprayag,Existing,,ben
ben86815,ফ্র্যাঙ্কিনসেন্স,frankingsas,Existing,,ben
ben87111,বুগ্যাল,bugyal,Existing,,ben
ben88455,তার্থঙ্করের,tirthankaras,Existing,,ben
ben88901,মাল্পে,malpe,Existing,,ben
ben87625,সিরোহী,serohi,Existing,,ben
ben89102,একদিন,eakdin,Existing,,ben
ben85171,প্রেমালাপ,premalap,Existing,,ben
ben87893,খর্জু,kharju,Existing,,ben
ben89156,রুহেলখন্ড,rehulkhand,Existing,,ben
ben85198,উমফলোজি,umfalozi,Existing,,ben
ben86440,জওয়ালামুখী,jwalamukhi,Existing,,ben
ben85588,কোচা,kochar,Existing,,ben
ben84586,দিলাবর,dilawar,Existing,,ben
ben83798,বাবার,baabaar,Existing,,ben
ben84429,বুঝতে,bhujte,Existing,,ben
ben87400,কামরুর,kamru,Existing,,ben
ben88468,দালভুমগড়,dhalbhumgarh,Existing,,ben
ben87941,হিপোচিয়া,hipochia,Existing,,ben
ben83918,তালরা,talra,Existing,,ben
ben85404,ফেরিওয়ালার,pherioalar,Existing,,ben
ben86485,এবং,abong,Existing,,ben
ben83748,টনকপুর,tanakpur,Existing,,ben
ben86966,আষ্ফালন,ashphalon,Existing,,ben
ben86072,ডিসিজে,disease,Existing,,ben
ben88673,সালিভদ্রকে,salibhadra,Existing,,ben
ben88451,যোগসাধণা,yogasadhana,Existing,,ben
ben85315,বাসুদেব,vasudev,Existing,,ben
ben83721,চিন্তাভাবনাও,chinta,Existing,,ben
ben86653,গোরনগোরো,gornagoro,Existing,,ben
ben86744,মান্ডো,mando,Existing,,ben
ben84110,ক্যানিং,canning,Existing,,ben
ben88843,চরিত্রই,choritrai,Existing,,ben
ben86070,ন্যুব্জতা,mukhchota,Existing,,ben
ben88993,চন্দনেশ্বর,chandaneshwar,Existing,,ben
ben85051,গুডালুর,gudalur,Existing,,ben
ben87944,ভূমি,bhoom,Existing,,ben
ben84725,বানানোরও,bananoro,Existing,,ben
ben85205,অরিয়ট,orient,Existing,,ben
ben87788,বোগহংস,voghans,Existing,,ben
ben84109,গৃধ্ন,griddha,Existing,,ben
ben88278,মুরক্কব,murakkab,Existing,,ben
ben88062,চিত্তে,chitre,Existing,,ben
ben85317,রেডিওথেরাপিতে,radiotherapy,Existing,,ben
guj93414,સફેદાના,safeda,Existing,,guj
guj95404,કોજવે,kozer,Existing,,guj
guj93089,રમદ,ramada,Existing,,guj
guj94866,કાર્બ,carb,Existing,,guj
guj94600,ઈકિન,ikin,Existing,,guj
guj94191,ઘરિકુંડ,gharikund,Existing,,guj
guj93594,રિજેન્સી,regency,Existing,,guj
guj95514,બીટિંગ,beating,Existing,,guj
guj95235,પાર્શ્વનાથને,parshvanath,Existing,,guj
guj95358,ડિગ્વ,digva,Existing,,guj
guj94711,અયાઈ,ayaai,Existing,,guj
guj95315,ટ્રેકિંગ,trekking,Existing,,guj
guj93259,જટાશંકર,jatashankar,Existing,,guj
guj95286,હર્નિયાનું,hernia,Existing,,guj
guj93747,સ્ટ્રોબેરી,strawberries,Existing,,guj
guj95838,અડીનોયડ,adenoid,Existing,,guj
guj94748,કોટેજ,cottages,Existing,,guj
guj95685,ઇંચના,inches,Existing,,guj
guj93610,ઊંઘયા,unghaya,Existing,,guj
guj93807,વગેરે,vagina,Existing,,guj
guj93448,ફુકેત,phuket,Existing,,guj
guj94736,આસનોના,asanas,Existing,,guj
guj93635,મનોભંજંગ,manobhanjang,Existing,,guj
guj94095,નારાયણદાસ,narayandas,Existing,,guj
guj93785,ટ્યુમરના,tumour,Existing,,guj
guj93102,વેંકટેશ્વર,venkateshwar,Existing,,guj
guj94722,મણિમહેશ,manimahesh,Existing,,guj
guj94655,નાલદેહરા,naldehra,Existing,,guj
guj95946,આફરો,aafara,Existing,,guj
guj95812,નવગ્રહ,navagrah,Existing,,guj
guj93750,રોપવે,ropeway,Existing,,guj
guj93479,ઈટાફોર્ટ,itafort,Existing,,guj
guj95258,સેરાબ,serao,Existing,,guj
guj94223,ભૂતકાળનો,bhutkaalno,Existing,,guj
guj93341,હરપાલપુર,harpalpur,Existing,,guj
guj94965,લૉગતલાઈ,lawngtlai,Existing,,guj
guj96045,દોરચુલા,dorchula,Existing,,guj
guj95536,નાહવા,naahva,Existing,,guj
guj93536,ટેટનેસ,tetanus,Existing,,guj
guj94431,ખંડાલા,khandala,Existing,,guj
guj95698,લીલુ,leelu,Existing,,guj
guj95952,વારસાની,warsaw,Existing,,guj
guj94389,સરયૂ,saraju,Existing,,guj
guj93068,હાર્ર,harr,Existing,,guj
guj93472,બ્લેડરનું,bladder,Existing,,guj
guj94440,લાઈનીંગ,lining,Existing,,guj
guj93948,રાયસન,raisan,Existing,,guj
guj93631,લલગુંઆ,lalguan,Existing,,guj
guj93079,ગ્લિસરીન,glycerin,Existing,,guj
guj94518,નામનાથથી,namanatha,Existing,,guj
guj93256,રોમ્યા,raumya,Existing,,guj
guj93844,આકાશે,aakashe,Existing,,guj
guj93419,બેતિયાથી,betia,Existing,,guj
guj94633,પ્રોસ્ટેટ,prostate,Existing,,guj
guj93613,મલ્ટીલોડ,multiload,Existing,,guj
guj93131,સુંદરવન,sunderbans,Existing,,guj
guj95958,પુલતીખોહનું,putlikhoh,Existing,,guj
guj93651,ગોરા,godra,Existing,,guj
guj94638,જાફરાન,zaafran,Existing,,guj
guj94623,સેન્ક્ચુરીમાં,sanctuary,Existing,,guj
guj94138,ઘરમશાળા,dharamshala,Existing,,guj
guj93528,બ્રસેજ,braces,Existing,,guj
guj93066,જંગલ,jungles,Existing,,guj
guj93481,પેપ્સિન,pepsin,Existing,,guj
guj94369,હરવન,harvan,Existing,,guj
guj95707,શર્બતે,sorbete,Existing,,guj
guj95986,અલ્ગોજા,algoza,Existing,,guj
guj94339,રુદ્રનાથ,rudranath,Existing,,guj
guj94856,ખોનોમા,khonoma,Existing,,guj
guj96001,નેમીધાર,nemighat,Existing,,guj
guj94972,શક્તિપીઠ,shaktipeeth,Existing,,guj
guj95340,હૈયામાં,haiyama,Existing,,guj
guj95457,મુનિયાને,muniya,Existing,,guj
guj95085,રિસૉર્ટની,resorts,Existing,,guj
guj94534,ડાઈવર્સ,diverse,Existing,,guj
guj95148,આવણી,aavni,Existing,,guj
guj94036,અમ્યૂઝમેન્ટ,amusement,Existing,,guj
guj95481,શુભકામના,shubhkamna,Existing,,guj
guj93258,મૈનગ્રોવના,mangroves,Existing,,guj
guj93721,પાદહસ્તાસન,padahastasana,Existing,,guj
guj93022,ધનેશ,dhanesh,Existing,,guj
guj93842,અરણોરાજે,aranoraj,Existing,,guj
guj93828,સિસ્ટ,cyst,Existing,,guj
guj93324,ફાઈલેરિયા,filaria,Existing,,guj
guj95191,સર્વને,survey,Existing,,guj
guj94516,તિબ્બેટની,tibet,Existing,,guj
guj93346,હાઈપોગ્લાઈસીમિયાની,hypoglycemia,Existing,,guj
guj94162,જળહાથી,jalahasti,Existing,,guj
guj94470,કુમ્હરાર,kumharar,Existing,,guj
guj93421,મંડોવી,mandavi,Existing,,guj
guj94727,બોટિંગની,boating,Existing,,guj
guj94064,દિરહામ,dirhams,Existing,,guj
guj94791,ઇસોફિજિયલ,oesophysial,Existing,,guj
guj93466,ઝૂલા,jhula,Existing,,guj
guj95419,ડેંગુ,dengue,Existing,,guj
guj93733,લેબલ,labels,Existing,,guj
guj95026,આઈમેક્સ,imax,Existing,,guj
guj93854,મૉડલ,models,Existing,,guj
guj95275,સહસ્રાર્જુનપુરા,sahatrarjunpura,Existing,,guj
guj94794,ડાલટનગંજથી,daltonganj,Existing,,guj
hin147796,मद्दों,maddo,Existing,,hin
hin43033,प्रागण,praagana,Existing,,hin
hin88024,रूकना,rukanaa,Existing,,hin
hin148011,एसएलएसएमसी,slsmc,Existing,,hin
hin101605,बूँदों,boondo,Existing,,hin
hin141711,पार्सल,parcels,Existing,,hin
hin135453,धौरों,doru,Existing,,hin
hin48587,आईवीएफआरटी,ivfrt,Existing,,hin
hin69522,टालते,talte,Existing,,hin
hin83298,रहूँगा,rahuunga,Existing,,hin
hin109161,बुआ,booaa,Existing,,hin
hin106061,नाकेबन्दी,nakebndi,Existing,,hin
hin70444,झूमका,jhoomka,Existing,,hin
hin68580,टेम्प्लेटेड,templated,Existing,,hin
hin115452,आमन्त्रण,amantran,Existing,,hin
hin86098,घोषणापत्रों,ghoshanapatro,Existing,,hin
hin92010,चेखोव,chekhov,Existing,,hin
hin110768,लेनिनग्राद,leninagraad,Existing,,hin
hin38948,माँगूं,maangoon,Existing,,hin
hin39120,सबद्रुंग,sabdrung,Existing,,hin
hin102965,पाऊंगा,paungaa,Existing,,hin
hin150877,तुहफ़तुल,tuhfat,Existing,,hin
hin58908,अविद्यमान,avidyamaan,Existing,,hin
hin136765,टोककर,tokakar,Existing,,hin
hin39372,जितेंदर,jitender,Existing,,hin
hin99422,बांसुरिया,baansuriyaa,Existing,,hin
hin90624,चोटियां,chotiyaan,Existing,,hin
hin51965,मसौदे,masode,Existing,,hin
hin111896,परखी,parkhi,Existing,,hin
hin70246,मायरिला,maayrila,Existing,,hin
hin91101,मदमस्त,madmasta,Existing,,hin
hin61845,छल्ले,chhallay,Existing,,hin
hin161716,चाहने,chaahane,Existing,,hin
hin49457,रक्ताल्पता,raqtaalpata,Existing,,hin
hin152433,आलाकमान,alaacmaan,Existing,,hin
hin59874,साँच,saanch,Existing,,hin
hin47313,स्वस्थवृत्त,swasthavritt,Existing,,hin
hin105588,रुपाली,roopaalee,Existing,,hin
hin131719,बेताबी,betaabee,Existing,,hin
hin102905,अनेकरूपता,anekarupta,Existing,,hin
hin55678,लम्जायो,lamzayo,Existing,,hin
hin68194,कायनात,qayenaat,Existing,,hin
hin105558,ब्लाकों,bloko,Existing,,hin
hin117991,ज़ंजीरें,zanjiiren,Existing,,hin
hin126505,छटाई,chhataai,Existing,,hin
